Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos_x,Velocidad (Mbps),Accesos_y
buenos aires,cañuelas,gobernador udaondo,FIBRA OPTICA,6134040,1 ,,
buenos aires,cañuelas,gobernador udaondo,WIRELESS,6134040,20 ,,
buenos aires,cañuelas,máximo paz,CABLEMODEM,6134050,2.009 ,,
buenos aires,cañuelas,máximo paz,FIBRA OPTICA,6134050,1 ,,
buenos aires,cañuelas,máximo paz,WIRELESS,6134050,270 ,,
buenos aires,cañuelas,santa rosa,SATELITAL,6134060,2 ,,
buenos aires,cañuelas,santa rosa,WIRELESS,6134060,233 ,,
buenos aires,cañuelas,uribelarrea,ADSL,6134070,63 ,,
buenos aires,cañuelas,uribelarrea,FIBRA OPTICA,6134070,780 ,,
buenos aires,cañuelas,uribelarrea,WIRELESS,6134070,136 ,,
buenos aires,cañuelas,vicente casares,ADSL,6134080,175 ,,
buenos aires,cañuelas,vicente casares,DIAL UP,6134080,2 ,,
buenos aires,cañuelas,vicente casares,WIRELESS,6134080,25 ,,
buenos aires,capitán sarmiento,capitán sarmiento,ADSL,6140010,144 ,,
buenos aires,capitán sarmiento,capitán sarmiento,CABLEMODEM,6140010,4.215 ,,
buenos aires,capitán sarmiento,capitán sarmiento,FIBRA OPTICA,6140010,131 ,,
buenos aires,capitán sarmiento,capitán sarmiento,WIRELESS,6140010,89 ,,
buenos aires,capitán sarmiento,la luisa,WIRELESS,6140020,44 ,,
buenos aires,carlos casares,bellocq,DIAL UP,6147010,1 ,,
buenos aires,carlos casares,cadret,Otros,6147020,1 ,,
buenos aires,carlos casares,cadret,WIRELESS,6147020,48 ,,
buenos aires,carlos casares,carlos casares,ADSL,6147030,1.167 ,,
buenos aires,carlos casares,carlos casares,CABLEMODEM,6147030,3 ,,
buenos aires,carlos casares,carlos casares,DIAL UP,6147030,7 ,,
buenos aires,carlos casares,carlos casares,FIBRA OPTICA,6147030,3.193 ,,
buenos aires,carlos casares,carlos casares,WIRELESS,6147030,2.461 ,,
buenos aires,carlos casares,la sofía,WIRELESS,6147060,1 ,,
buenos aires,carlos casares,mauricio hirsch,WIRELESS,6147070,47 ,,
buenos aires,carlos casares,moctezuma,WIRELESS,6147080,161 ,,
buenos aires,carlos casares,santo tomás,WIRELESS,6147095,44 ,,
buenos aires,carlos casares,smith,WIRELESS,6147100,190 ,,
buenos aires,carlos tejedor,carlos tejedor,ADSL,6154010,12 ,,
buenos aires,carlos tejedor,carlos tejedor,CABLEMODEM,6154010,1.263 ,,
buenos aires,carlos tejedor,carlos tejedor,DIAL UP,6154010,1 ,,
buenos aires,carlos tejedor,carlos tejedor,FIBRA OPTICA,6154010,68 ,,
buenos aires,carlos tejedor,carlos tejedor,WIRELESS,6154010,499 ,,
buenos aires,carlos tejedor,colonia seré,FIBRA OPTICA,6154020,50 ,,
buenos aires,carlos tejedor,colonia seré,WIRELESS,6154020,77 ,,
buenos aires,carlos tejedor,curarú,WIRELESS,6154030,16 ,,
buenos aires,carlos tejedor,timote,WIRELESS,6154040,61 ,,
buenos aires,carlos tejedor,tres algarrobos  (est. cuenca),SATELITAL,6154050,1 ,,
buenos aires,carlos tejedor,tres algarrobos  (est. cuenca),WIRELESS,6154050,198 ,,
buenos aires,carmen de areco,carmen de areco,ADSL,6161010,322 ,,
buenos aires,carmen de areco,carmen de areco,CABLEMODEM,6161010,1.705 ,,
buenos aires,carmen de areco,carmen de areco,DIAL UP,6161010,5 ,,
buenos aires,carmen de areco,carmen de areco,FIBRA OPTICA,6161010,8 ,,
buenos aires,carmen de areco,carmen de areco,Otros,6161010,1 ,,
buenos aires,carmen de areco,carmen de areco,WIRELESS,6161010,1.045 ,,
buenos aires,carmen de areco,pueblo gouin,WIRELESS,6161020,31 ,,
buenos aires,carmen de areco,tres sargentos,WIRELESS,6161030,107 ,,
buenos aires,castelli,castelli,ADSL,6168010,52 ,,
buenos aires,castelli,castelli,CABLEMODEM,6168010,1.109 ,,
buenos aires,castelli,castelli,FIBRA OPTICA,6168010,1.121 ,,
buenos aires,castelli,castelli,SATELITAL,6168010,2 ,,
buenos aires,castelli,castelli,WIRELESS,6168010,28 ,,
buenos aires,castelli,centro guerrero,FIBRA OPTICA,6168020,46 ,,
buenos aires,castelli,centro guerrero,WIRELESS,6168020,3 ,,
buenos aires,castelli,cerro de la gloria,FIBRA OPTICA,6168030,7 ,,
buenos aires,chacabuco,castilla,WIRELESS,6210010,274 ,,
buenos aires,chacabuco,chacabuco,ADSL,6210020,1.334 ,,
buenos aires,chacabuco,chacabuco,CABLEMODEM,6210020,10.031 ,,
buenos aires,chacabuco,chacabuco,DIAL UP,6210020,15 ,,
buenos aires,chacabuco,chacabuco,FIBRA OPTICA,6210020,1.926 ,,
buenos aires,chacabuco,chacabuco,WIRELESS,6210020,130 ,,
buenos aires,chacabuco,o'higgins,ADSL,6210040,260 ,,
buenos aires,chacabuco,o'higgins,FIBRA OPTICA,6210040,220 ,,
buenos aires,chacabuco,o'higgins,WIRELESS,6210040,12 ,,
buenos aires,chacabuco,rawson,ADSL,6210050,50 ,,
buenos aires,chacabuco,rawson,FIBRA OPTICA,6210050,454 ,,
buenos aires,chacabuco,rawson,Otros,6210050,1 ,,
buenos aires,chacabuco,rawson,WIRELESS,6210050,125 ,,
buenos aires,chascomús,barrio san cayetano,FIBRA OPTICA,6217020,132 ,,
buenos aires,chascomús,chascomús,ADSL,6217010,1.847 ,,
buenos aires,chascomús,chascomús,CABLEMODEM,6217010,7.983 ,,
buenos aires,chascomús,chascomús,DIAL UP,6217010,79 ,,
buenos aires,chascomús,chascomús,FIBRA OPTICA,6217010,1.167 ,,
buenos aires,chascomús,chascomús,SATELITAL,6217010,1 ,,
buenos aires,chascomús,manuel j. cobo  (est. lezama),ADSL,6217020,98 ,,
buenos aires,chascomús,manuel j. cobo  (est. lezama),CABLEMODEM,6217020,2.000 ,,
buenos aires,chascomús,manuel j. cobo  (est. lezama),FIBRA OPTICA,6217020,2 ,,
buenos aires,chascomús,manuel j. cobo  (est. lezama),WIMAX,6217020,444 ,,
buenos aires,chivilcoy,benitez,WIRELESS,6224005,19 ,,
buenos aires,chivilcoy,chivilcoy,ADSL,6224010,2.031 ,,
buenos aires,chivilcoy,chivilcoy,CABLEMODEM,6224010,8.973 ,,
buenos aires,chivilcoy,chivilcoy,DIAL UP,6224010,117 ,,
buenos aires,chivilcoy,chivilcoy,FIBRA OPTICA,6224010,4.172 ,,
buenos aires,chivilcoy,chivilcoy,SATELITAL,6224010,1 ,,
buenos aires,chivilcoy,chivilcoy,WIRELESS,6224010,5.530 ,,
buenos aires,chivilcoy,emilio ayarza,WIRELESS,6224020,5 ,,
buenos aires,chivilcoy,gorostiaga,ADSL,6224030,55 ,,
buenos aires,chivilcoy,gorostiaga,WIRELESS,6224030,2 ,,
buenos aires,chivilcoy,la rica,ADSL,6224040,39 ,,
buenos aires,chivilcoy,la rica,Otros,6224040,2 ,,
buenos aires,chivilcoy,la rica,WIRELESS,6224040,97 ,,
buenos aires,chivilcoy,moquehuá,CABLEMODEM,6224050,338 ,,
buenos aires,chivilcoy,moquehuá,FIBRA OPTICA,6224050,563 ,,
buenos aires,chivilcoy,moquehuá,WIRELESS,6224050,30 ,,
buenos aires,chivilcoy,ramón biaus,ADSL,6224060,3 ,,
buenos aires,chivilcoy,ramón biaus,WIRELESS,6224060,77 ,,
buenos aires,chivilcoy,san sebastián,ADSL,6224070,3 ,,
buenos aires,chivilcoy,san sebastián,WIRELESS,6224070,49 ,,
buenos aires,colón,colón,ADSL,6175010,4.051 ,,
buenos aires,colón,colón,CABLEMODEM,6175010,1.805 ,,
buenos aires,colón,colón,FIBRA OPTICA,6175010,5.173 ,,
buenos aires,colón,colón,WIRELESS,6175010,20 ,,
buenos aires,colón,sarasa,WIRELESS,6175040,14 ,,
buenos aires,coronel de marina l. rosales,bajo hondo,FIBRA OPTICA,6182010,25 ,,
buenos aires,coronel de marina l. rosales,bajo hondo,WIRELESS,6182010,53 ,,
buenos aires,coronel de marina l. rosales,balneario pehuen co,SATELITAL,6182020,1 ,,
buenos aires,coronel de marina l. rosales,pago chico,WIRELESS,6182025,42 ,,
buenos aires,coronel de marina l. rosales,punta alta  (est almirante solier),ADSL,6182030,634 ,,
buenos aires,coronel de marina l. rosales,punta alta  (est almirante solier),CABLEMODEM,6182030,21.374 ,,
buenos aires,coronel de marina l. rosales,punta alta  (est almirante solier),DIAL UP,6182030,47 ,,
buenos aires,coronel de marina l. rosales,punta alta  (est almirante solier),FIBRA OPTICA,6182030,11 ,,
buenos aires,coronel de marina l. rosales,punta alta  (est almirante solier),SATELITAL,6182030,6 ,,
buenos aires,coronel de marina l. rosales,villa del mar,FIBRA OPTICA,6182030,101 ,,
buenos aires,coronel de marina l. rosales,villa general arias  (est. kilómetro 638),FIBRA OPTICA,6182050,165 ,,
buenos aires,coronel dorrego,balneario marisol,FIBRA OPTICA,6189020,402 ,,
buenos aires,coronel dorrego,coronel dorrego,ADSL,6189030,204 ,,
buenos aires,coronel dorrego,coronel dorrego,CABLEMODEM,6189030,1.428 ,,
buenos aires,coronel dorrego,coronel dorrego,DIAL UP,6189030,3 ,,
buenos aires,coronel dorrego,coronel dorrego,FIBRA OPTICA,6189030,9 ,,
buenos aires,coronel dorrego,coronel dorrego,WIRELESS,6189030,32 ,,
buenos aires,coronel dorrego,el perdido  (est. josé a. guisasola),FIBRA OPTICA,6189040,32 ,,
buenos aires,coronel dorrego,el perdido  (est. josé a. guisasola),WIRELESS,6189040,5 ,,
buenos aires,coronel dorrego,oriente,FIBRA OPTICA,6189070,607 ,,
buenos aires,coronel dorrego,oriente,WIRELESS,6189070,48 ,,
buenos aires,coronel pringles,coronel pringles  (est. pringles),ADSL,6196010,555 ,,
buenos aires,coronel pringles,coronel pringles  (est. pringles),CABLEMODEM,6196010,2.056 ,,
buenos aires,coronel pringles,coronel pringles  (est. pringles),DIAL UP,6196010,3 ,,
buenos aires,coronel pringles,coronel pringles  (est. pringles),FIBRA OPTICA,6196010,5 ,,
buenos aires,coronel pringles,coronel pringles  (est. pringles),WIRELESS,6196010,171 ,,
buenos aires,coronel pringles,indio rico,DIAL UP,6196040,1 ,,
buenos aires,coronel pringles,indio rico,FIBRA OPTICA,6196040,24 ,,
buenos aires,coronel pringles,indio rico,WIRELESS,6196040,3 ,,
buenos aires,coronel suárez,coronel suárez,ADSL,6203020,691 ,,
buenos aires,coronel suárez,coronel suárez,CABLEMODEM,6203020,3.097 ,,
buenos aires,coronel suárez,coronel suárez,DIAL UP,6203020,84 ,,
buenos aires,coronel suárez,coronel suárez,FIBRA OPTICA,6203020,1.612 ,,
buenos aires,coronel suárez,coronel suárez,WIRELESS,6203020,785 ,,
buenos aires,coronel suárez,huanguelén,DIAL UP,6203050,1 ,,
buenos aires,coronel suárez,huanguelén,FIBRA OPTICA,6203050,1.630 ,,
buenos aires,coronel suárez,huanguelén,WIRELESS,6203050,536 ,,
buenos aires,coronel suárez,pasman,WIRELESS,6203060,71 ,,
buenos aires,coronel suárez,san josé,CABLEMODEM,6203070,70 ,,
buenos aires,coronel suárez,san josé,FIBRA OPTICA,6203070,795 ,,
buenos aires,coronel suárez,santa maría,CABLEMODEM,6203080,29 ,,
buenos aires,coronel suárez,santa maría,FIBRA OPTICA,6203080,515 ,,
buenos aires,coronel suárez,santa trinidad,CABLEMODEM,6203090,84 ,,
buenos aires,coronel suárez,santa trinidad,FIBRA OPTICA,6203090,648 ,,
buenos aires,coronel suárez,villa la arcadia,CABLEMODEM,6203100,104 ,,
buenos aires,coronel suárez,villa la arcadia,FIBRA OPTICA,6203100,127 ,,
buenos aires,daireaux,daireaux,ADSL,6231030,226 ,,
buenos aires,daireaux,daireaux,Otros,6231030,194 ,,
buenos aires,daireaux,daireaux,SATELITAL,6231030,50 ,,
buenos aires,daireaux,daireaux,WIRELESS,6231030,339 ,,
buenos aires,daireaux,salazar,WIRELESS,6231060,79 ,,
buenos aires,dolores,dolores,ADSL,6238010,1.045 ,,
buenos aires,dolores,dolores,CABLEMODEM,6238010,11.056 ,,
buenos aires,dolores,dolores,DIAL UP,6238010,1 ,,
buenos aires,dolores,dolores,FIBRA OPTICA,6238010,531 ,,
buenos aires,dolores,dolores,WIMAX,6238010,325 ,,
buenos aires,dolores,sevigne,WIRELESS,6238020,1 ,,
buenos aires,ensenada,ensenada,ADSL,6245010,1.196 ,,
buenos aires,ensenada,ensenada,CABLEMODEM,6245010,11.851 ,,
buenos aires,ensenada,ensenada,DIAL UP,6245010,16 ,,
buenos aires,ensenada,ensenada,FIBRA OPTICA,6245010,2.926 ,,
buenos aires,ensenada,ensenada,Otros,6245010,6 ,,
buenos aires,ensenada,ensenada,WIRELESS,6245010,2.092 ,,
buenos aires,ensenada,villa catela,WIRELESS,6245010,7 ,,
buenos aires,escobar,belen de escobar,ADSL,6252010,1.195 ,,
buenos aires,escobar,belen de escobar,Cablemodem,6252010,16.534 ,,
buenos aires,escobar,belen de escobar,DIAL UP,6252010,21 ,,
buenos aires,escobar,belen de escobar,FIBRA OPTICA,6252010,12.887 ,,
buenos aires,escobar,belen de escobar,OTROS,6252010,382 ,,
buenos aires,escobar,belen de escobar,SATELITAL,6252010,1 ,,
buenos aires,escobar,belen de escobar,WIRELESS,6252010,99 ,,
buenos aires,escobar,el cazador,CABLEMODEM,6252010,942 ,,
buenos aires,escobar,el cazador,FIBRA OPTICA,6252010,2.588 ,,
buenos aires,escobar,garín,ADSL,6252010,3.361 ,,
buenos aires,escobar,garín,CABLEMODEM,6252010,9.904 ,,
buenos aires,escobar,garín,DIAL UP,6252010,3 ,,
buenos aires,escobar,garín,FIBRA OPTICA,6252010,5.017 ,,
buenos aires,escobar,garín,Otros,6252010,2 ,,
buenos aires,escobar,garín,SATELITAL,6252010,1 ,,
buenos aires,escobar,garín,WIRELESS,6252010,11 ,,
buenos aires,escobar,ingeniero maschwitz,ADSL,6252010,264 ,,
buenos aires,escobar,ingeniero maschwitz,CABLEMODEM,6252010,4.162 ,,
buenos aires,escobar,ingeniero maschwitz,DIAL UP,6252010,3 ,,
buenos aires,escobar,ingeniero maschwitz,FIBRA OPTICA,6252010,4.379 ,,
buenos aires,escobar,ingeniero maschwitz,Otros,6252010,1 ,,
buenos aires,escobar,ingeniero maschwitz,WIRELESS,6252010,300 ,,
buenos aires,escobar,loma verde,FIBRA OPTICA,6252010,1.390 ,,
buenos aires,escobar,maquinista f. savio (este),ADSL,6252010,154 ,,
buenos aires,escobar,maquinista f. savio (este),CABLEMODEM,6252010,5.151 ,,
buenos aires,escobar,maquinista f. savio (este),FIBRA OPTICA,6252010,172 ,,
buenos aires,escobar,maquinista f. savio (este),Otros,6252010,2 ,,
buenos aires,escobar,maquinista f. savio (este),WIRELESS,6252010,14 ,,
buenos aires,escobar,matheu,ADSL,6252010,668 ,,
buenos aires,escobar,matheu,CABLEMODEM,6252010,2.652 ,,
buenos aires,escobar,matheu,DIAL UP,6252010,2 ,,
buenos aires,escobar,matheu,FIBRA OPTICA,6252010,77 ,,
buenos aires,escobar,matheu,Otros,6252010,3 ,,
buenos aires,escobar,matheu,SATELITAL,6252010,1 ,,
buenos aires,escobar,matheu,WIRELESS,6252010,58 ,,
buenos aires,esteban echeverría,9 de abril,ADSL,6260010,54 ,,
buenos aires,esteban echeverría,9 de abril,CABLEMODEM,6260010,6.784 ,,
buenos aires,esteban echeverría,9 de abril,DIAL UP,6260010,6 ,,
buenos aires,esteban echeverría,9 de abril,FIBRA OPTICA,6260010,12 ,,
buenos aires,esteban echeverría,9 de abril,Otros,6260010,1 ,,
buenos aires,esteban echeverría,9 de abril,WIRELESS,6260010,153 ,,
buenos aires,esteban echeverría,canning,ADSL,6260010,2 ,,
buenos aires,esteban echeverría,canning,CABLEMODEM,6260010,4.092 ,,
buenos aires,esteban echeverría,canning,FIBRA OPTICA,6260010,1.173 ,,
buenos aires,esteban echeverría,canning,Otros,6260010,1 ,,
buenos aires,esteban echeverría,canning,WIRELESS,6260010,60 ,,
buenos aires,esteban echeverría,el jagüel,CABLEMODEM,6260010,5.382 ,,
buenos aires,esteban echeverría,el jagüel,FIBRA OPTICA,6260010,4 ,,
buenos aires,esteban echeverría,el jagüel,Otros,6260010,2 ,,
buenos aires,esteban echeverría,el jagüel,SATELITAL,6260010,1 ,,
buenos aires,esteban echeverría,el jagüel,WIRELESS,6260010,89 ,,
buenos aires,esteban echeverría,luis guillón,ADSL,6260010,3 ,,
buenos aires,esteban echeverría,luis guillón,CABLEMODEM,6260010,7.329 ,,
buenos aires,esteban echeverría,luis guillón,DIAL UP,6260010,2 ,,
buenos aires,esteban echeverría,luis guillón,FIBRA OPTICA,6260010,1.809 ,,
buenos aires,esteban echeverría,luis guillón,Otros,6260010,1 ,,
buenos aires,esteban echeverría,luis guillón,WIRELESS,6260010,77 ,,
buenos aires,esteban echeverría,monte grande,ADSL,6260010,60 ,,
buenos aires,esteban echeverría,monte grande,CABLEMODEM,6260010,26.259 ,,
buenos aires,esteban echeverría,monte grande,DIAL UP,6260010,57 ,,
buenos aires,esteban echeverría,monte grande,FIBRA OPTICA,6260010,28.464 ,,
buenos aires,esteban echeverría,monte grande,Otros,6260010,9 ,,
buenos aires,esteban echeverría,monte grande,SATELITAL,6260010,3 ,,
buenos aires,esteban echeverría,monte grande,WIRELESS,6260010,662 ,,
buenos aires,esteban echeverría,zona aeropuerto internacional ezeiza,ADSL,6260010,2 ,,
buenos aires,esteban echeverría,zona aeropuerto internacional ezeiza,WIRELESS,6260010,341 ,,
buenos aires,exaltación de la cruz,arroyo de la cruz,WIRELESS,6266010,164 ,,
buenos aires,exaltación de la cruz,capilla del señor  (est. capilla),ADSL,6266020,294 ,,
buenos aires,exaltación de la cruz,capilla del señor  (est. capilla),DIAL UP,6266020,5 ,,
buenos aires,exaltación de la cruz,capilla del señor  (est. capilla),FIBRA OPTICA,6266020,100 ,,
buenos aires,exaltación de la cruz,el remanso,ADSL,6266030,397 ,,
buenos aires,exaltación de la cruz,el remanso,FIBRA OPTICA,6266030,335 ,,
buenos aires,exaltación de la cruz,el remanso,WIRELESS,6266030,43 ,,
buenos aires,exaltación de la cruz,los cardales,CABLEMODEM,6266040,7.649 ,,
buenos aires,exaltación de la cruz,los cardales,DIAL UP,6266040,2 ,,
buenos aires,exaltación de la cruz,los cardales,FIBRA OPTICA,6266040,146 ,,
buenos aires,exaltación de la cruz,los cardales,SATELITAL,6266040,2 ,,
buenos aires,exaltación de la cruz,los cardales,WIRELESS,6266040,31 ,,
buenos aires,exaltación de la cruz,parada orlando,WIRELESS,6266050,5 ,,
buenos aires,exaltación de la cruz,parada robles - pavón,ADSL,6266060,1.140 ,,
buenos aires,exaltación de la cruz,parada robles - pavón,FIBRA OPTICA,6266060,1.917 ,,
buenos aires,exaltación de la cruz,parada robles - pavón,WIRELESS,6266060,164 ,,
buenos aires,ezeiza,aeropuerto internacional ezeiza,ADSL,6270010,169 ,,
buenos aires,ezeiza,aeropuerto internacional ezeiza,DIAL UP,6270010,2 ,,
buenos aires,ezeiza,aeropuerto internacional ezeiza,FIBRA OPTICA,6270010,7 ,,
buenos aires,ezeiza,aeropuerto internacional ezeiza,SATELITAL,6270010,1 ,,
buenos aires,ezeiza,canning,ADSL,6270010,58 ,,
buenos aires,ezeiza,canning,CABLEMODEM,6270010,1.921 ,,
buenos aires,ezeiza,canning,DIAL UP,6270010,1 ,,
buenos aires,ezeiza,canning,FIBRA OPTICA,6270010,1.253 ,,
buenos aires,ezeiza,canning,Otros,6270010,1 ,,
buenos aires,ezeiza,canning,WIRELESS,6270010,79 ,,
buenos aires,ezeiza,carlos spegazzini,ADSL,6270010,23 ,,
buenos aires,ezeiza,carlos spegazzini,CABLEMODEM,6270010,4.104 ,,
buenos aires,ezeiza,carlos spegazzini,DIAL UP,6270010,2 ,,
buenos aires,ezeiza,carlos spegazzini,FIBRA OPTICA,6270010,1.979 ,,
buenos aires,ezeiza,carlos spegazzini,SATELITAL,6270010,1 ,,
buenos aires,ezeiza,carlos spegazzini,WIRELESS,6270010,2 ,,
buenos aires,ezeiza,josé maria ezeiza,ADSL,6270010,38 ,,
buenos aires,ezeiza,josé maria ezeiza,CABLEMODEM,6270010,12.201 ,,
buenos aires,ezeiza,josé maria ezeiza,DIAL UP,6270010,13 ,,
buenos aires,ezeiza,josé maria ezeiza,FIBRA OPTICA,6270010,13.653 ,,
buenos aires,ezeiza,josé maria ezeiza,SATELITAL,6270010,2 ,,
buenos aires,ezeiza,josé maria ezeiza,WIRELESS,6270010,91 ,,
buenos aires,ezeiza,la unión,CABLEMODEM,6270010,7.955 ,,
buenos aires,ezeiza,la unión,DIAL UP,6270010,1 ,,
buenos aires,ezeiza,la unión,FIBRA OPTICA,6270010,836 ,,
buenos aires,ezeiza,la unión,SATELITAL,6270010,2 ,,
buenos aires,ezeiza,otros,ADSL,Sin Datos,3 ,,
buenos aires,ezeiza,otros,CABLEMODEM,Sin Datos,1 ,,
buenos aires,ezeiza,otros,FIBRA OPTICA,Sin Datos,5 ,,
buenos aires,ezeiza,tristán suarez,ADSL,6270010,34 ,,
buenos aires,ezeiza,tristán suarez,CABLEMODEM,6270010,9.331 ,,
buenos aires,ezeiza,tristán suarez,DIAL UP,6270010,5 ,,
buenos aires,ezeiza,tristán suarez,FIBRA OPTICA,6270010,5.318 ,,
buenos aires,ezeiza,tristán suarez,WIRELESS,6270010,3 ,,
buenos aires,florencio varela,bosques,CABLEMODEM,6274010,6.276 ,,
buenos aires,florencio varela,bosques,DIAL UP,6274010,3 ,,
buenos aires,florencio varela,bosques,FIBRA OPTICA,6274010,6.987 ,,
buenos aires,florencio varela,bosques,Otros,6274010,13 ,,
buenos aires,florencio varela,bosques,WIRELESS,6274010,266 ,,
buenos aires,florencio varela,estanislao severo zeballos,ADSL,6274010,3 ,,
buenos aires,florencio varela,estanislao severo zeballos,CABLEMODEM,6274010,2.015 ,,
buenos aires,florencio varela,estanislao severo zeballos,DIAL UP,6274010,4 ,,
buenos aires,florencio varela,estanislao severo zeballos,FIBRA OPTICA,6274010,4.625 ,,
buenos aires,florencio varela,florencio varela,ADSL,6274010,314 ,,
buenos aires,florencio varela,florencio varela,CABLEMODEM,6274010,14.429 ,,
buenos aires,florencio varela,florencio varela,DIAL UP,6274010,28 ,,
buenos aires,florencio varela,florencio varela,FIBRA OPTICA,6274010,32.824 ,,
buenos aires,florencio varela,florencio varela,Otros,6274010,233 ,,
buenos aires,florencio varela,florencio varela,SATELITAL,6274010,2 ,,
buenos aires,florencio varela,florencio varela,WIRELESS,6274010,810 ,,
buenos aires,florencio varela,gobernador julio a. costa,CABLEMODEM,6274010,6.218 ,,
buenos aires,florencio varela,gobernador julio a. costa,DIAL UP,6274010,5 ,,
buenos aires,florencio varela,gobernador julio a. costa,FIBRA OPTICA,6274010,3.227 ,,
buenos aires,florencio varela,ingeniero juan allan,ADSL,6274010,424 ,,
buenos aires,florencio varela,ingeniero juan allan,CABLEMODEM,6274010,5.278 ,,
